runtype,series_X,series_Y,rank,entry_scale,exit_scale,train_start,train_end,test_start,test_end,par_rownumber,returns,volatility,sharpe,sortino
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,320,2.12790250778,62.8639092887,0.153969949838,0.173843293315
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,320,0.208080768585,37.1014725787,0.0570976593066,0.0779962930046
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,321,-0.470584571362,10.2363845476,-0.0151328119745,-0.0236888333821
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,321,0.0,0.0,nan,nan
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,322,1.31257724762,40.0077822383,0.161008707523,0.164422939268
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,322,2.61113929749,69.3756281463,0.126149599836,0.126637592509
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,323,1.87332725525,69.0191649931,0.111277789704,0.115379137593
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,323,-3.91110897064,145.857192393,-0.0410471655979,-0.0622063918708
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,324,0.738877296448,35.8688321811,0.0820511387482,0.0863703340775
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,324,0.0981804132462,5.85354213587,0.0382106682766,0.0463003544831
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,325,2.80215573311,77.9093515369,0.161189572191,0.178632896767
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,325,-0.0180445313454,61.9744027541,0.0450713283934,0.0567864671715
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,326,1.90009737015,74.6130967653,0.184395979358,0.183635553472
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,326,-6.87970352173,319.065860098,0.0588041108173,0.0983821405689
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,327,0.71263885498,29.4452540512,0.145278059788,0.158455228698
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,327,0.455281853676,23.6516397449,0.0765520200393,0.0888606398872
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,328,1.62861967087,54.1154236863,0.145923717599,0.169830129362
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,328,1.05739593506,55.4006814774,0.113206832844,0.129776542609
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,329,1.67982387543,69.7453098435,0.183708818219,0.189473520858
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,1.5,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,329,0.0,0.0,nan,nan
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,330,1.11470341682,25.5240164647,0.145543492069,0.150739678955
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,330,-3.31368279457,127.329541391,0.116132289356,0.118470637593
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,331,1.37031626701,54.483989383,0.153450054068,0.165515262618
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,331,1.39241719246,56.464356115,0.129858472278,0.147911100072
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,332,0.0,0.0,nan,nan
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,332,-0.644144713879,66.2250277046,0.0814420068135,0.0826119143807
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,333,1.08901882172,31.2244147532,0.120025469448,0.140772838087
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,333,-0.0944210290909,43.9242937285,0.0635963293543,0.0828751723913
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,334,0.587193727493,28.2519675244,0.093912133459,0.107383534289
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,334,-1.86988759041,100.773962087,0.0702180694519,0.0904709447306
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,335,2.12790250778,62.8639092887,0.153969949838,0.173843293315
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,335,0.208080768585,37.1014725787,0.0570976593066,0.0779962930046
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,336,-0.470584571362,10.2363845476,-0.0151328119745,-0.0236888333821
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,336,0.0,0.0,nan,nan
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,337,1.21889686584,39.3573936374,0.15409396982,0.157545029018
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,337,2.52670288086,67.9601178032,0.12442116443,0.124888948665
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,338,0.609961867332,20.6338195479,0.0860144873048,0.102243976794
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,338,-3.91110897064,145.857192393,-0.0410471655979,-0.0622063918708
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,339,0.738877296448,35.8688321811,0.0820511387482,0.0863703340775
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,339,0.0981804132462,5.85354213587,0.0382106682766,0.0463003544831
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,340,2.09055876732,56.2164707093,0.135760159786,0.15058013126
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,340,-0.333527803421,51.8309296014,0.0437644862318,0.0551524908924
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,341,1.90009737015,74.6130967653,0.184395979358,0.183635553472
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,341,-3.89658045769,203.206438001,-0.0286963429993,-0.0640381056914
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,342,0.594389796257,24.4494208441,0.129718384266,0.142370249797
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,342,0.455281853676,23.6516397449,0.0765520200393,0.0888606398872
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,343,1.13232326508,38.8524355734,0.118591853226,0.137546324432
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,343,1.05739593506,55.4006814774,0.113206832844,0.129776542609
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,344,1.33058619499,56.9069023653,0.161769343419,0.168294531923
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.0,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,344,0.0,0.0,nan,nan
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,345,1.11470341682,25.5240164647,0.145543492069,0.150739678955
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,345,-3.31368279457,127.329541391,0.116132289356,0.118470637593
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,346,0.882057785988,34.8352270702,0.118500934513,0.129348516802
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,346,1.09917426109,44.1337584,0.135468526276,0.155277813228
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,347,0.0,0.0,nan,nan
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,347,-0.644144713879,66.2250277046,0.0814420068135,0.0826119143807
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,348,0.911292910576,24.1792737894,0.107333260615,0.128471841608
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,348,-0.798454716802,33.1929482698,0.0305210869452,0.039204548823
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,349,0.587193727493,28.2519675244,0.093912133459,0.107383534289
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,349,-1.88216942549,101.158021489,0.0509336585586,0.072107283185
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,350,2.14401125908,64.7596655153,0.16258123312,0.17995887841
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,350,0.631853222847,56.8711058707,0.0970221745508,0.115586887615
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,351,-0.470584571362,10.2363845476,-0.0151328119745,-0.0236888333821
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,351,0.0,0.0,nan,nan
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,352,0.929689764977,37.2705829175,0.133945558845,0.137694790247
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,352,2.42602825165,73.1282480538,0.122355023211,0.12294458687
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,353,0.609961867332,20.6338195479,0.0860144873048,0.102243976794
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,353,-3.91110897064,145.857192393,-0.0410471655979,-0.0622063918708
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,354,0.200354099274,10.1190850676,0.0608873048517,0.069587332242
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,354,0.0981804132462,5.85354213587,0.0382106682766,0.0463003544831
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,355,2.07301211357,58.7711222489,0.139220295034,0.151895744514
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,355,-0.048991382122,51.6514066463,0.0870412229017,0.101580533948
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,356,1.57792544365,59.5960176876,0.161630333484,0.161500386065
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,356,-3.86998319626,204.952223434,-0.0125386731177,-0.0237297124048
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,357,0.690150499344,28.6569479695,0.111000469189,0.124426868773
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,357,0.633349657059,27.7640236525,0.101236928835,0.110561592661
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,358,1.09427952766,33.2502779846,0.12153253908,0.136246737942
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,358,1.37242794037,55.7435666995,0.11930445827,0.136391419144
train,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,359,0.911269187927,40.8939603261,0.130463513669,0.13782799585
test,Chevron_Corporation,The_CocaCola_Company,1,3.0,2.5,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,359,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,360,7.32544898987,209.946819362,0.190496382642,0.222763109311
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,360,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,361,2.97818088531,131.193823254,0.136931845099,0.15296354865
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,361,2.01571249962,59.6288081563,0.120485815437,0.123719935957
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,362,5.9932346344,234.461504053,0.128874463519,0.132520380521
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,362,-0.527414828539,39.8515501891,-0.00345191542586,-0.00549477216116
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,363,12.7374267578,523.590849977,0.17451013506,0.187045685599
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,363,1.75911569595,124.590943332,0.0541756157752,0.0670693234793
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,364,9.04738521576,290.286664433,0.215810052415,0.233677588191
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,364,4.38930225372,111.459573524,-0.0203558222211,-0.0479865407375
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,365,10.4009065628,341.992892046,0.213097736084,0.21970854899
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,365,4.12584638596,114.772113838,0.163191520253,0.191831541282
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,366,4.33799028397,114.908459482,0.169851280825,0.19785946454
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2008-12-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-12-27 00:00:00,366,1.61815500259,177.04439595,0.102177112506,0.107485599345
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,367,5.80031442642,228.471048734,0.0112592298458,0.0205825949054
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2009-06-28 00:00:00,2009-12-27 00:00:00,2009-12-27 00:00:00,2010-06-27 00:00:00,367,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,368,-1.45013019443,85.6788155079,-0.0552748447348,-0.221383759064
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2009-12-27 00:00:00,2010-06-27 00:00:00,2010-06-27 00:00:00,2010-12-26 00:00:00,368,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,369,0.375201463699,146.796890714,0.0619869471159,0.063184871127
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2010-06-27 00:00:00,2010-12-26 00:00:00,2010-12-26 00:00:00,2011-06-26 00:00:00,369,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,370,-2.47259688377,98.9219067896,-0.0506059084178,-0.177407783716
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2010-12-26 00:00:00,2011-06-26 00:00:00,2011-06-26 00:00:00,2011-12-25 00:00:00,370,1.39710521698,237.031615958,0.0276499596769,0.0360003485708
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,371,3.41237592697,166.058490949,0.161143342277,0.176153316518
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2011-06-26 00:00:00,2011-12-25 00:00:00,2011-12-25 00:00:00,2012-06-24 00:00:00,371,-9.26310825348,358.608704984,0.0965507404789,0.14497328955
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,372,9.82244777679,312.677796552,-0.00255662548204,-0.00519135075188
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2011-12-25 00:00:00,2012-06-24 00:00:00,2012-06-24 00:00:00,2012-12-23 00:00:00,372,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,373,3.39160060883,119.120123196,0.128556885077,0.134765011437
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2012-06-24 00:00:00,2012-12-23 00:00:00,2012-12-23 00:00:00,2013-06-23 00:00:00,373,3.46301317215,158.264033215,0.116188824225,0.120570441058
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,374,7.97477626801,283.337874798,0.194782524038,0.225137151928
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.0,2012-12-23 00:00:00,2013-06-23 00:00:00,2013-06-23 00:00:00,2013-12-22 00:00:00,374,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,375,6.15947675705,170.948664592,0.172320284807,0.189548109366
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-01-01 00:00:00,2006-07-02 00:00:00,2006-07-02 00:00:00,2006-12-31 00:00:00,375,0.0,0.0,nan,nan
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,376,3.90096139908,145.729983458,0.0904756441053,0.1110468195
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-07-02 00:00:00,2006-12-31 00:00:00,2006-12-31 00:00:00,2007-07-01 00:00:00,376,3.08045148849,93.5228651725,0.137760989042,0.144424106333
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,377,7.1992149353,253.298999358,0.166469053165,0.171262440335
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2006-12-31 00:00:00,2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-30 00:00:00,377,-0.527414828539,39.8515501891,-0.00345191542586,-0.00549477216116
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,378,12.6026391983,500.721584015,0.166018751464,0.174775194531
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2007-07-01 00:00:00,2007-12-30 00:00:00,2007-12-30 00:00:00,2008-06-29 00:00:00,378,1.45383381844,113.678379456,-0.0843326644981,-1.85250190462
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,379,5.98704957962,199.645681311,0.17645894977,0.192383712589
test,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2007-12-30 00:00:00,2008-06-29 00:00:00,2008-06-29 00:00:00,2008-12-28 00:00:00,379,7.57310390472,194.334514763,0.154955274372,0.163522384657
train,ATT_Inc,Exxon_Mobil_Corporation,2,1.0,0.5,2008-06-29 00:00:00,2008-12-28 00:00:00,2008-12-28 00:00:00,2009-06-28 00:00:00,380,11.7525472641,407.327937375,0.193902184453,0.203719789193
