,runtype,series_X,series_Y,rank,entry_scale,exit_scale,train_start,train_end,test_start,test_end,returns,volatility,sharpe,sortino
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,117.019928,50.87227181,0.0521013,0.05497925
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,-125.0231476,58.2026291,0.144687514,0.147478106
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,0,0,nan,nan
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-403.7374573,147.921016,-0.026523256,-0.066650499
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,27.59454155,13.7431236,0.041904912,0.045233074
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,1.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,79.53117371,36.9620923,-0.078734581,-0.585595521
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,275.5254517,109.8262387,-0.092323018,-0.318320655
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,-125.0231476,58.2026291,0.144687514,0.147478106
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,0,0,nan,nan
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-403.7374573,147.921016,-0.026523256,-0.066650499
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,16.28631592,8.577894291,0.036633436,0.039565123
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,73.66010284,34.3951913,-0.07901924,-0.587856186
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,218.9242859,90.90466896,-0.092494764,-0.318870341
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,-125.0231476,58.2026291,0.144687514,0.147478106
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,0,0,nan,nan
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-403.7374573,147.921016,-0.026523256,-0.066650499
0,train,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,6.937754154,4.515538246,0.02825883,0.030554166
0,test,Hargreaves_Lansdown_Plc,Smiths_Group_plc,1,3,2.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,64.25545502,30.28633973,-0.079541597,-0.592248473
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,5646.554688,4734.797363,0.087849814,0.087848804
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,12018.43457,5479.313388,0.087503259,0.08750572
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,2427.210693,731.7506054,-0.097904914,-6.57892387
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-350.1200562,427.9958835,0.090073001,0.090073767
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,1222.602905,452.9198776,0.079250803,0.079661063
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-482.6576843,165.2128366,-0.039976082,-0.098931686
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,1580.249023,3370.934617,0.08756086,0.087563361
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,12323.59277,5505.23276,0.087742745,0.087742872
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,3130.112305,1090.0549,-0.097930612,-6.804496478
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-216.9618225,436.6571299,0.088869456,0.088866739
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,947.3788452,349.5063183,0.079660095,0.080072868
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-591.7705078,160.380498,-0.080036311,-0.245175241
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,6666.574707,4996.121904,0.087453726,0.087456993
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,11023.26172,5098.810219,0.10620497,0.106015029
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,3558.526367,1277.925435,-0.097962307,-7.051146203
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-386.3694153,382.1454278,0.08090543,0.081090979
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,885.552063,338.2877511,0.07959737,0.080010249
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-690.0991211,171.592997,-0.095480508,-1.01820859
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,8581.998047,6057.545691,-0.087140172,-13.8933527
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,6065.414063,3877.708592,-0.087712665,-67.30029369
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,2438.976563,768.4086798,0.087491727,0.087517582
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,457.5222778,530.2883573,0.091615297,0.091589807
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,1222.602905,452.9198776,0.079250803,0.079661063
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-18.23213959,268.4811299,-0.092044888,-3.587736072
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,6236.162109,5086.838155,-0.087000537,-11.86872021
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,6788.963379,4120.73581,-0.087707145,-67.53793103
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,3284.588379,1138.01481,0.087549845,0.087574928
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,283.1617432,479.5281177,0.091968038,0.091941368
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,947.3788452,349.5063183,0.079660095,0.080072868
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-127.3449631,228.3192958,-0.098260161,-3.681975133
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,1877.855835,3333.816517,-0.088108546,-11.06845427
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,6523.944336,4115.542658,-0.087710747,-67.81900062
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,3945.885742,1393.089966,0.087593753,0.087618384
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,-15.77403069,412.8631577,0.086993772,0.087072196
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,822.7938232,314.9394618,0.079627749,0.080041069
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-225.6735687,202.9932105,-0.092391417,-2.714834881
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,5313.83252,4418.275517,-0.087086358,-14.02271795
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,7579.09375,4453.373766,-0.088402953,-79.03472203
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,2468.853027,864.259586,0.08759635,0.087621802
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,494.8850098,456.708813,0.092048278,0.092019641
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,855.1674194,324.2883986,0.095352502,0.095767561
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,1.5,1.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-306.9677734,178.2953112,-0.090755275,-4.910524802
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,10101.08105,5839.703813,-0.087513913,-55.83302845
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,7515.395996,4172.849532,0.088260939,0.088264882
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,2671.232422,858.3742198,0.088493626,0.088487672
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,704.5075073,602.607801,0.091596323,0.091569754
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,1616.305542,589.8016171,0.041017859,0.054316523
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,50.50107193,282.7303466,-0.091674948,-3.558194403
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,9015.706055,5441.429136,-0.08751332,-54.92691574
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,8559.489258,4524.844508,0.088282344,0.088286116
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,2768.162598,991.5877198,0.088463105,0.088457318
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,530.1469727,546.1002554,0.091566615,0.09154098
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,1341.081543,480.0575485,0.039061054,0.051725161
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,0.5,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-58.61174393,242.0176048,-0.092579809,-3.566558667
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,7851.51123,5004.858099,-0.087518772,-54.9246053
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,1/1/2008 0:00,7/1/2008 0:00,7/1/2008 0:00,12/30/2008 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,8320.28125,4522.311351,0.088274537,0.088278368
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,7/1/2008 0:00,12/30/2008 0:00,12/30/2008 0:00,6/30/2009 0:00,0,0,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,3062.491211,1118.50891,0.088473038,0.088467168
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,12/30/2008 0:00,6/30/2009 0:00,6/30/2009 0:00,12/29/2009 0:00,231.2112122,467.1276642,0.091477112,0.091453951
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,12/29/2009 0:00,6/29/2010 0:00,6/29/2010 0:00,12/28/2010 0:00,nan,nan,nan,nan
0,train,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,1247.204956,459.7742442,0.038307682,0.050727564
0,test,Eurasian_Natural_Resources_Corp_Plc,The_Royal_Bank_of_Scotland_Group_plc,2,2,1,6/29/2010 0:00,12/28/2010 0:00,12/28/2010 0:00,6/28/2011 0:00,-156.9403534,210.480462,-0.077498404,-0.562161572
