short_win,long_win,start_evaluation,end_evaluation,returns,volatility,sharpe,sortino,maxDD_level,DD_level_start,DD_level_end,DD_level_length,maxDD_duration,DD_duration_start,DD_duration_end,DD_duration_length,ETL_5,ETL_1
5,50,2010-10-08,2010-11-07,0.15214908123016357,45.253446655009974,0.18604516840054644,0.23592519017503322,75.79998779296875,2010-10-11 00:00:00,2010-10-12 00:00:00,"-1 day, 0:00:00",71.39996337890625,2010-10-14 00:00:00,2010-10-22 00:00:00,"-8 days, 0:00:00",-75.79998779296875,
5,50,2010-09-08,2010-10-08,0.27033329010009766,43.317591318368045,0.22960348659736385,0.26604736137320256,87.5,2010-09-27 00:00:00,2010-10-01 00:00:00,"-4 days, 0:00:00",52.70001220703125,2010-09-15 00:00:00,2010-09-24 00:00:00,"-9 days, 0:00:00",-57.10003662109375,
5,50,2010-08-09,2010-09-08,-0.33647310733795166,78.93061275127606,-0.25777736133349677,-0.45691777127653194,311.79998779296875,2010-08-09 00:00:00,2010-09-02 00:00:00,"-24 days, 0:00:00",311.79998779296875,2010-08-09 00:00:00,2010-09-08 00:00:00,"-30 days, 0:00:00",-88.0,
5,50,2010-07-10,2010-08-09,0.01620614528656006,40.25539535865382,0.03951812470211008,0.06054332532116063,147.7000732421875,2010-07-19 00:00:00,2010-07-30 00:00:00,"-11 days, 0:00:00",147.7000732421875,2010-07-19 00:00:00,2010-08-09 00:00:00,"-21 days, 0:00:00",-80.2999267578125,
5,50,2010-06-10,2010-07-10,0.03620624542236328,119.52477161629264,0.06054556354015397,0.0853082933104685,184.29998779296875,2010-06-10 00:00:00,2010-06-21 00:00:00,"-11 days, 0:00:00",184.29998779296875,2010-06-10 00:00:00,2010-06-24 00:00:00,"-14 days, 0:00:00",-96.300048828125,
5,50,2010-05-11,2010-06-10,0.16320109367370605,101.63742724578734,0.12020666093146208,0.14896018599393712,220.0001220703125,2010-05-25 00:00:00,2010-06-03 00:00:00,"-9 days, 0:00:00",220.0001220703125,2010-05-25 00:00:00,2010-06-10 00:00:00,"-16 days, 0:00:00",-102.60003662109375,
5,50,2010-04-11,2010-05-11,0.16290485858917236,88.07665411098924,0.12097379887681618,0.16047593953066172,208.0,2010-04-15 00:00:00,2010-04-29 00:00:00,"-14 days, 0:00:00",208.0,2010-04-15 00:00:00,2010-05-05 00:00:00,"-20 days, 0:00:00",-114.79998779296875,
5,50,2010-03-12,2010-04-11,0.5459997653961182,46.6400120142636,0.3973047849259218,0.4279959107371073,42.600006103515625,2010-03-19 00:00:00,2010-03-22 00:00:00,"-3 days, 0:00:00",42.600006103515625,2010-03-19 00:00:00,2010-03-23 00:00:00,"-4 days, 0:00:00",,
5,50,2010-02-10,2010-03-12,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0:00:00,0.0,0.0
5,100,2011-12-02,2012-01-01,-0.117340087890625,62.843508632831096,-0.09945788495476067,-0.14654102832434954,235.89996337890625,2011-12-02 00:00:00,2011-12-16 00:00:00,"-14 days, 0:00:00",235.89996337890625,2011-12-02 00:00:00,2011-12-30 00:00:00,"-28 days, 0:00:00",,
5,100,2011-11-02,2011-12-02,-0.08943772315979004,70.25736463549588,-0.09761308878977247,-0.15160812633474213,288.7000732421875,2011-11-25 00:00:00,2011-12-02 00:00:00,"-7 days, 0:00:00",172.599853515625,2011-11-09 00:00:00,2011-11-24 00:00:00,"-15 days, 0:00:00",-103.39990234375,
5,100,2011-10-03,2011-11-02,-0.2061326503753662,131.3236330907562,-0.2613460814585609,-0.41283419460005044,473.0001220703125,2011-10-04 00:00:00,2011-10-21 00:00:00,"-17 days, 0:00:00",473.0001220703125,2011-10-04 00:00:00,2011-11-02 00:00:00,"-29 days, 0:00:00",-139.5999755859375,
5,100,2011-09-03,2011-10-03,0.4565141201019287,98.8529278206288,0.2172417022026595,0.2587190686128354,170.0999755859375,2011-09-26 00:00:00,2011-09-28 00:00:00,"-2 days, 0:00:00",139.5,2011-09-14 00:00:00,2011-09-21 00:00:00,"-7 days, 0:00:00",-135.89996337890625,
5,100,2011-08-04,2011-09-03,0.09149158000946045,93.1245600810347,0.10273590213884735,0.12092271691706159,326.0000305175781,2011-08-08 00:00:00,2011-09-01 00:00:00,"-24 days, 0:00:00",326.0000305175781,2011-08-08 00:00:00,2011-09-02 00:00:00,"-25 days, 0:00:00",-110.70001220703125,
5,100,2011-07-05,2011-08-04,1.9107482433319092,85.5430038961728,0.30006493324804817,0.32988644553189334,134.6999969482422,2011-07-19 00:00:00,2011-07-22 00:00:00,"-3 days, 0:00:00",134.6999969482422,2011-07-19 00:00:00,2011-07-27 00:00:00,"-8 days, 0:00:00",-79.0,
